1.120100000000000000e+04,3.400000000000000000e+02,3.230000000000000000e+02,3.990000000000000000e+02
1.121100000000000000e+04,3.430000000000000000e+02,3.240000000000000000e+02,3.970000000000000000e+02
1.122200000000000000e+04,3.450000000000000000e+02,3.250000000000000000e+02,3.940000000000000000e+02
1.123100000000000000e+04,3.450000000000000000e+02,3.240000000000000000e+02,3.930000000000000000e+02
1.124100000000000000e+04,3.440000000000000000e+02,3.250000000000000000e+02,3.940000000000000000e+02
1.125100000000000000e+04,3.430000000000000000e+02,3.250000000000000000e+02,3.950000000000000000e+02
1.126100000000000000e+04,3.410000000000000000e+02,3.230000000000000000e+02,3.980000000000000000e+02
1.127200000000000000e+04,3.390000000000000000e+02,3.210000000000000000e+02,3.990000000000000000e+02
1.128100000000000000e+04,3.380000000000000000e+02,3.210000000000000000e+02,3.990000000000000000e+02
1.129100000000000000e+04,3.380000000000000000e+02,3.200000000000000000e+02,3.980000000000000000e+02
1.130100000000000000e+04,3.390000000000000000e+02,3.220000000000000000e+02,3.970000000000000000e+02
1.131200000000000000e+04,3.400000000000000000e+02,3.220000000000000000e+02,3.950000000000000000e+02
1.132100000000000000e+04,3.410000000000000000e+02,3.230000000000000000e+02,3.960000000000000000e+02
1.133100000000000000e+04,3.430000000000000000e+02,3.240000000000000000e+02,3.970000000000000000e+02
1.134100000000000000e+04,3.430000000000000000e+02,3.240000000000000000e+02,3.970000000000000000e+02
1.135200000000000000e+04,3.440000000000000000e+02,3.240000000000000000e+02,3.960000000000000000e+02
1.136200000000000000e+04,3.440000000000000000e+02,3.240000000000000000e+02,3.960000000000000000e+02
1.137100000000000000e+04,3.430000000000000000e+02,3.240000000000000000e+02,3.960000000000000000e+02
1.138100000000000000e+04,3.420000000000000000e+02,3.230000000000000000e+02,3.960000000000000000e+02
1.139200000000000000e+04,3.410000000000000000e+02,3.230000000000000000e+02,3.970000000000000000e+02
1.140200000000000000e+04,3.410000000000000000e+02,3.250000000000000000e+02,3.970000000000000000e+02
1.141200000000000000e+04,3.400000000000000000e+02,3.290000000000000000e+02,3.900000000000000000e+02
1.142100000000000000e+04,3.410000000000000000e+02,3.310000000000000000e+02,3.850000000000000000e+02
1.143100000000000000e+04,3.460000000000000000e+02,3.310000000000000000e+02,3.900000000000000000e+02
1.144200000000000000e+04,3.500000000000000000e+02,3.310000000000000000e+02,3.990000000000000000e+02
1.145200000000000000e+04,3.450000000000000000e+02,3.260000000000000000e+02,4.030000000000000000e+02
1.146100000000000000e+04,3.380000000000000000e+02,3.230000000000000000e+02,4.060000000000000000e+02
1.147100000000000000e+04,3.360000000000000000e+02,3.230000000000000000e+02,4.080000000000000000e+02
1.148200000000000000e+04,3.380000000000000000e+02,3.280000000000000000e+02,4.090000000000000000e+02
1.149200000000000000e+04,3.390000000000000000e+02,3.340000000000000000e+02,4.080000000000000000e+02
1.150200000000000000e+04,3.410000000000000000e+02,3.360000000000000000e+02,4.070000000000000000e+02
1.151100000000000000e+04,3.420000000000000000e+02,3.390000000000000000e+02,4.080000000000000000e+02
1.152200000000000000e+04,3.410000000000000000e+02,3.420000000000000000e+02,4.100000000000000000e+02
1.153200000000000000e+04,3.380000000000000000e+02,3.430000000000000000e+02,4.120000000000000000e+02
1.154200000000000000e+04,3.350000000000000000e+02,3.430000000000000000e+02,4.110000000000000000e+02
1.155200000000000000e+04,3.330000000000000000e+02,3.430000000000000000e+02,4.100000000000000000e+02
1.156100000000000000e+04,3.330000000000000000e+02,3.440000000000000000e+02,4.080000000000000000e+02
1.157200000000000000e+04,3.330000000000000000e+02,3.450000000000000000e+02,4.050000000000000000e+02
1.158200000000000000e+04,3.330000000000000000e+02,3.440000000000000000e+02,4.020000000000000000e+02
1.159200000000000000e+04,3.330000000000000000e+02,3.450000000000000000e+02,4.000000000000000000e+02
1.160100000000000000e+04,3.330000000000000000e+02,3.460000000000000000e+02,3.990000000000000000e+02
1.161200000000000000e+04,3.330000000000000000e+02,3.450000000000000000e+02,3.990000000000000000e+02
1.162200000000000000e+04,3.330000000000000000e+02,3.440000000000000000e+02,4.000000000000000000e+02
1.163200000000000000e+04,3.330000000000000000e+02,3.440000000000000000e+02,3.990000000000000000e+02
1.164200000000000000e+04,3.350000000000000000e+02,3.460000000000000000e+02,3.980000000000000000e+02
1.165200000000000000e+04,3.380000000000000000e+02,3.480000000000000000e+02,3.960000000000000000e+02
1.166200000000000000e+04,3.400000000000000000e+02,3.500000000000000000e+02,3.960000000000000000e+02
1.167200000000000000e+04,3.430000000000000000e+02,3.510000000000000000e+02,3.970000000000000000e+02
1.168200000000000000e+04,3.440000000000000000e+02,3.500000000000000000e+02,3.980000000000000000e+02
1.169300000000000000e+04,3.450000000000000000e+02,3.500000000000000000e+02,4.000000000000000000e+02
1.170200000000000000e+04,3.430000000000000000e+02,3.500000000000000000e+02,3.980000000000000000e+02
1.171200000000000000e+04,3.430000000000000000e+02,3.480000000000000000e+02,3.970000000000000000e+02
1.172200000000000000e+04,3.430000000000000000e+02,3.460000000000000000e+02,3.970000000000000000e+02
1.173200000000000000e+04,3.420000000000000000e+02,3.430000000000000000e+02,3.970000000000000000e+02
1.174200000000000000e+04,3.410000000000000000e+02,3.380000000000000000e+02,3.960000000000000000e+02
1.175200000000000000e+04,3.400000000000000000e+02,3.350000000000000000e+02,3.970000000000000000e+02
1.176200000000000000e+04,3.400000000000000000e+02,3.330000000000000000e+02,3.970000000000000000e+02
1.177200000000000000e+04,3.410000000000000000e+02,3.320000000000000000e+02,3.960000000000000000e+02
1.178300000000000000e+04,3.430000000000000000e+02,3.330000000000000000e+02,3.940000000000000000e+02
1.179200000000000000e+04,3.450000000000000000e+02,3.350000000000000000e+02,3.930000000000000000e+02
1.180200000000000000e+04,3.460000000000000000e+02,3.360000000000000000e+02,3.920000000000000000e+02
1.181200000000000000e+04,3.460000000000000000e+02,3.360000000000000000e+02,3.910000000000000000e+02
1.182300000000000000e+04,3.460000000000000000e+02,3.360000000000000000e+02,3.910000000000000000e+02
1.183300000000000000e+04,3.470000000000000000e+02,3.360000000000000000e+02,3.910000000000000000e+02
1.184200000000000000e+04,3.460000000000000000e+02,3.370000000000000000e+02,3.920000000000000000e+02
1.185200000000000000e+04,3.450000000000000000e+02,3.370000000000000000e+02,3.960000000000000000e+02
1.186300000000000000e+04,3.420000000000000000e+02,3.380000000000000000e+02,3.990000000000000000e+02
1.187300000000000000e+04,3.390000000000000000e+02,3.380000000000000000e+02,4.000000000000000000e+02
1.188200000000000000e+04,3.390000000000000000e+02,3.390000000000000000e+02,4.000000000000000000e+02
1.189200000000000000e+04,3.400000000000000000e+02,3.400000000000000000e+02,4.000000000000000000e+02
1.190200000000000000e+04,3.410000000000000000e+02,3.410000000000000000e+02,3.990000000000000000e+02
1.191300000000000000e+04,3.410000000000000000e+02,3.410000000000000000e+02,3.990000000000000000e+02
1.192300000000000000e+04,3.410000000000000000e+02,3.410000000000000000e+02,3.980000000000000000e+02
1.193200000000000000e+04,3.410000000000000000e+02,3.410000000000000000e+02,3.990000000000000000e+02
1.194200000000000000e+04,3.420000000000000000e+02,3.400000000000000000e+02,3.970000000000000000e+02
1.195300000000000000e+04,3.430000000000000000e+02,3.380000000000000000e+02,3.950000000000000000e+02
1.196300000000000000e+04,3.460000000000000000e+02,3.360000000000000000e+02,3.940000000000000000e+02
1.197200000000000000e+04,3.480000000000000000e+02,3.370000000000000000e+02,3.930000000000000000e+02
1.198200000000000000e+04,3.510000000000000000e+02,3.370000000000000000e+02,3.920000000000000000e+02
1.199300000000000000e+04,3.540000000000000000e+02,3.380000000000000000e+02,3.910000000000000000e+02
1.200300000000000000e+04,3.550000000000000000e+02,3.390000000000000000e+02,3.900000000000000000e+02
1.201300000000000000e+04,3.550000000000000000e+02,3.400000000000000000e+02,3.900000000000000000e+02
1.202200000000000000e+04,3.560000000000000000e+02,3.410000000000000000e+02,3.900000000000000000e+02
1.203300000000000000e+04,3.540000000000000000e+02,3.410000000000000000e+02,3.910000000000000000e+02
1.204300000000000000e+04,3.530000000000000000e+02,3.410000000000000000e+02,3.910000000000000000e+02
1.205300000000000000e+04,3.510000000000000000e+02,3.410000000000000000e+02,3.930000000000000000e+02
1.206300000000000000e+04,3.490000000000000000e+02,3.400000000000000000e+02,3.920000000000000000e+02
1.207200000000000000e+04,3.470000000000000000e+02,3.400000000000000000e+02,3.920000000000000000e+02
1.208300000000000000e+04,3.460000000000000000e+02,3.390000000000000000e+02,3.930000000000000000e+02
1.209300000000000000e+04,3.450000000000000000e+02,3.380000000000000000e+02,3.920000000000000000e+02
1.210300000000000000e+04,3.420000000000000000e+02,3.350000000000000000e+02,3.930000000000000000e+02
1.211200000000000000e+04,3.410000000000000000e+02,3.340000000000000000e+02,3.940000000000000000e+02
1.212300000000000000e+04,3.420000000000000000e+02,3.340000000000000000e+02,3.950000000000000000e+02
1.213300000000000000e+04,3.420000000000000000e+02,3.340000000000000000e+02,3.970000000000000000e+02
1.214300000000000000e+04,3.450000000000000000e+02,3.390000000000000000e+02,4.000000000000000000e+02
1.215300000000000000e+04,3.480000000000000000e+02,3.440000000000000000e+02,4.030000000000000000e+02
1.216300000000000000e+04,3.480000000000000000e+02,3.450000000000000000e+02,4.050000000000000000e+02
1.217300000000000000e+04,3.480000000000000000e+02,3.430000000000000000e+02,4.050000000000000000e+02
1.218300000000000000e+04,3.490000000000000000e+02,3.400000000000000000e+02,4.030000000000000000e+02
1.219700000000000000e+04,3.480000000000000000e+02,3.350000000000000000e+02,4.000000000000000000e+02
1.220400000000000000e+04,3.490000000000000000e+02,3.350000000000000000e+02,3.990000000000000000e+02
1.221300000000000000e+04,3.520000000000000000e+02,3.360000000000000000e+02,3.980000000000000000e+02
1.222300000000000000e+04,3.530000000000000000e+02,3.370000000000000000e+02,3.980000000000000000e+02
1.223300000000000000e+04,3.530000000000000000e+02,3.410000000000000000e+02,3.990000000000000000e+02
1.224300000000000000e+04,3.510000000000000000e+02,3.410000000000000000e+02,3.980000000000000000e+02
1.225300000000000000e+04,3.510000000000000000e+02,3.400000000000000000e+02,3.960000000000000000e+02
1.226300000000000000e+04,3.510000000000000000e+02,3.390000000000000000e+02,3.940000000000000000e+02
1.227300000000000000e+04,3.510000000000000000e+02,3.390000000000000000e+02,3.940000000000000000e+02
1.228300000000000000e+04,3.510000000000000000e+02,3.380000000000000000e+02,3.940000000000000000e+02
1.229400000000000000e+04,3.500000000000000000e+02,3.370000000000000000e+02,3.930000000000000000e+02
1.230300000000000000e+04,3.490000000000000000e+02,3.370000000000000000e+02,3.940000000000000000e+02
1.231300000000000000e+04,3.490000000000000000e+02,3.350000000000000000e+02,3.950000000000000000e+02
1.232300000000000000e+04,3.480000000000000000e+02,3.360000000000000000e+02,3.970000000000000000e+02
1.233400000000000000e+04,3.480000000000000000e+02,3.360000000000000000e+02,3.980000000000000000e+02
1.234400000000000000e+04,3.480000000000000000e+02,3.350000000000000000e+02,3.990000000000000000e+02
1.235300000000000000e+04,3.490000000000000000e+02,3.340000000000000000e+02,4.000000000000000000e+02
1.236300000000000000e+04,3.480000000000000000e+02,3.320000000000000000e+02,3.990000000000000000e+02
1.237400000000000000e+04,3.470000000000000000e+02,3.300000000000000000e+02,4.000000000000000000e+02
1.238400000000000000e+04,3.460000000000000000e+02,3.290000000000000000e+02,4.000000000000000000e+02
1.239300000000000000e+04,3.470000000000000000e+02,3.320000000000000000e+02,3.960000000000000000e+02
1.240300000000000000e+04,3.470000000000000000e+02,3.360000000000000000e+02,3.960000000000000000e+02
1.241300000000000000e+04,3.500000000000000000e+02,3.400000000000000000e+02,4.010000000000000000e+02
1.242400000000000000e+04,3.480000000000000000e+02,3.410000000000000000e+02,4.080000000000000000e+02
1.243400000000000000e+04,3.440000000000000000e+02,3.360000000000000000e+02,4.090000000000000000e+02
